X1,X2,target
-0.15924520925326485,-1.5598272642518647,0
-1.2511898734731952,-0.5615598376662208,0
0.7448193123951158,-0.574077228578582,1
-2.152493444412304,-0.9938067339094002,0
-1.4160822525219303,-0.950419836901777,0
-1.237353212687854,-1.47486974105898,0
0.7650548459970179,-1.1986162919684415,0
-0.6696471476435246,1.1715879017824717,1
0.10940315644126239,0.7790454427066621,1
-0.9677443956994779,0.44694685432355574,1
0.6882969302220884,-1.5221105293611008,0
-1.8884923803868152,1.3409439819652587,1
0.7538687788376367,-0.5488711495118732,0
-2.25153498598787,1.0487707374609503,1
-1.1186956011455729,0.6237405770790152,1
-0.361639931865213,-1.7803984978519984,0
1.8629275851052287,-1.5123684836735158,0
0.6683168667415277,-1.0860850150348473,0
-1.3290788291721605,-0.6165560118276924,0
0.4491356133597169,1.3076311241017031,1
-0.006307250913872172,-1.148139297092938,0
-0.9153070699439787,-1.864527338590295,0
-0.19911238275725224,-1.3602847190437655,0
-1.007508801235176,1.0861680266756806,1
-1.3746879710222193,-0.6661369682015377,0
-0.12643756370963435,-0.14619905334097916,1
-0.40141442845701475,1.8478151535059486,1
-1.30578586634164,1.0575328204514691,1
-0.8289888337610103,-0.8015010649980059,0
-0.5519368756960736,-1.2021686527932054,0
-0.06239854858230655,0.32283307080094237,1
-1.3206025797896521,-1.6084140388664372,0
-0.882828987722037,1.8984971328109592,1
-0.5299140986336766,0.8658361664689129,1
-1.040162880979482,1.280872228953753,1
-1.2133847809476472,-0.3726891247792883,0
-1.7737713532563517,1.1228591895520326,1
-0.9310020038747236,1.1746562709216573,1
-1.255668685662482,-1.525622404879233,0
-0.12144867540402206,-0.5954868423779132,0
-0.24520334168519506,-1.386012588531092,0
-0.6947982151055028,0.3979251123797203,1
-1.4187259140354525,-1.6155467266756007,0
-1.7554018445508066,1.9902814811053409,1
0.003645154973777971,-2.14478292995135,0
0.6402186804198472,1.7650883375789825,1
-1.5692561273944634,2.111723003887338,1
-0.37574991098192634,0.8302310464169956,1
0.24537940725969198,-0.9889798615014678,1
0.956601931056012,-0.5100907934163113,0
0.6759633930029775,0.8805992991631056,1
0.415694539892434,-1.5397886136881231,0
-0.24681577694107554,-0.8661832113237646,0
0.59407025523907,-1.0014898375086496,0
0.0877304638665764,1.2048441876567275,1
0.9558323551671646,-1.602132818423375,0
-0.6591513106966477,1.3952374205373312,1
-0.5835367167076569,-1.4161107564811175,0
0.7506099168684812,1.0210172858908373,1
0.2786835167270544,-0.7754641579115166,0
0.12405589644664888,-0.2520853840179902,0
0.8889929175948555,0.7815763892013596,1
0.4195676758953945,1.937940257806575,1
-0.13044468898462372,1.3085599420015863,1
-1.1843273385116637,-0.1592781919197287,0
-0.3460900338631944,1.8589543880160897,1
0.937850297361706,0.49311030613248275,1
0.3769201144376306,1.1892202451195655,1
-1.692052415377956,-0.4561941760680368,0
1.1610683576464835,1.241052278654097,1
0.6111235500559109,-0.2175525500057376,1
-0.21498304496389087,0.9815522291137718,1
0.24402693814049461,0.9317622723020959,1
-0.8654322715151541,-0.34359323398262387,0
-1.5181079752636586,-1.6571170023747377,0
0.2069275192832601,0.3259212343042155,1
-0.5187038515389994,0.3860666834899431,1
-1.653697838967641,-0.8352240508378367,0
0.36344556213502865,-1.2161595937866292,0
-0.7043421471287583,0.9848406848484867,1
-0.7612942447601239,-2.1548048142904306,0
-0.24865585038497331,1.6234241070913926,1
-0.2915067125653651,1.121281342534567,1
-1.1283305481817938,0.6733262015614518,1
0.8960583134099478,-0.7675753604013084,0
0.2796626701579614,-1.1484789574981895,0
-0.14401334748029268,1.4384574117550657,1
-1.34635756073724,-0.24658207036053903,1
-0.41375688138006245,1.0125061663314079,1
0.36005072808083677,1.9060934788373345,1
-0.32385978378534624,0.8524641707982747,1
-0.4341665202515911,-0.6336141357085173,0
0.2846030298135564,-1.4225884780766516,0
0.630488030489918,-1.1772514320478862,0
0.68620068605291,0.7953341476699392,1
0.3426379813692278,1.1105274618395535,1
-0.14536354315421035,1.2919997401815233,1
-1.6004405330562717,-0.9266739985677497,0
0.17975156577131524,0.8694472575684721,1
-1.8951755930793188,1.7801264532306442,1
0.2908743874249234,-0.5395625585760402,0
-0.6825381542033059,-1.4226259877196001,0
0.06878833252597749,0.46506192445312355,0
-0.013603885675351006,0.1560685622835063,1
-0.0061299610455789804,-1.7829699877783782,0
1.7190346810845034,1.950794029074236,1
0.6800715328674297,0.011738381897049677,1
-0.3189569890995958,-1.3003874771745894,0
0.2499699394555311,-0.578390475920517,0
2.958625445893176,-1.9186832471950823,0
0.3696195863041741,-0.7726170253058378,0
-1.2227369597487854,0.1308663782260988,1
0.1350776724846987,0.9537571052495584,0
